|micro_category|macro_category|human_strings
501|Home Maintenance & Repairs|Housing & Utilities|New window seals were fitted
502|Home Maintenance & Repairs|Housing & Utilities|The broken tiles were replaced
503|Home Maintenance & Repairs|Housing & Utilities|Repaired the leaking pipe under the sink
504|Home Maintenance & Repairs|Housing & Utilities|New blinds for the kitchen window
505|Home Maintenance & Repairs|Housing & Utilities|Refurbished old dresser
506|Home Maintenance & Repairs|Housing & Utilities|Repaired the damaged porch steps
507|Home Maintenance & Repairs|Housing & Utilities|Water damage repair in basement.
508|Home Maintenance & Repairs|Housing & Utilities|Replaced broken window glass.
509|Home Maintenance & Repairs|Housing & Utilities|Fixed the squeaky door.
510|Home Maintenance & Repairs|Housing & Utilities|Power washed the driveway and patio.
511|Home Maintenance & Repairs|Housing & Utilities|Repaired the damaged siding.
512|Home Maintenance & Repairs|Housing & Utilities|Installed a new smoke detector.
513|Home Maintenance & Repairs|Housing & Utilities|Replaced a broken stair step.
514|Home Maintenance & Repairs|Housing & Utilities|Fixed a hole in the wall.
515|Home Maintenance & Repairs|Housing & Utilities|Repaired cracked tiles in bathroom.
516|Home Maintenance & Repairs|Housing & Utilities|Replaced worn-out weather stripping.
517|Home Maintenance & Repairs|Housing & Utilities|Installed a new ceiling fan.
518|Home Maintenance & Repairs|Housing & Utilities|Repaired the damaged screen door.
519|Home Maintenance & Repairs|Housing & Utilities|Fixed the leaky toilet flapper.
520|Home Maintenance & Repairs|Housing & Utilities|Installed a new towel bar.
521|Home Maintenance & Repairs|Housing & Utilities|Replaced a broken door handle.
522|Home Maintenance & Repairs|Housing & Utilities|Fixed the clogged bathroom vent.
523|Home Maintenance & Repairs|Housing & Utilities|Plumbing repair - leaky pipe
524|Home Maintenance & Repairs|Housing & Utilities|Electrical work - new outlet
525|Home Maintenance & Repairs|Housing & Utilities|Carpentry work - new shelf
526|Home Maintenance & Repairs|Housing & Utilities|Painting - repainting bedroom
527|Home Maintenance & Repairs|Housing & Utilities|Gardening - trimming bushes
528|Home Maintenance & Repairs|Housing & Utilities|Cleaning gutters
529|Home Maintenance & Repairs|Housing & Utilities|Repairing fence
530|Home Maintenance & Repairs|Housing & Utilities|Replacing broken window pane
531|Home Maintenance & Repairs|Housing & Utilities|Fixing leaky faucet
532|Home Maintenance & Repairs|Housing & Utilities|Cleaning clogged drain
533|Electricity|Housing & Utilities|electricity bill
534|Electricity|Housing & Utilities|electric bill
535|Electricity|Housing & Utilities|the electricity bill
536|Electricity|Housing & Utilities|my electricity bill
537|Electricity|Housing & Utilities|bill electricity
538|Electricity|Housing & Utilities|electric bill payment
539|Electricity|Housing & Utilities|electricity payment
540|Electricity|Housing & Utilities|paid electricity bill
541|Electricity|Housing & Utilities|electricity
542|Electricity|Housing & Utilities|electricity charge
543|Electricity|Housing & Utilities|power bill
544|Electricity|Housing & Utilities|power company bill
545|Electricity|Housing & Utilities|the power bill
546|Electricity|Housing & Utilities|my power bill
547|Electricity|Housing & Utilities|bill power
548|Electricity|Housing & Utilities|power bill payment
549|Electricity|Housing & Utilities|power payment
550|Electricity|Housing & Utilities|paid power bill
551|Electricity|Housing & Utilities|power
552|Electricity|Housing & Utilities|power charge
553|Electricity|Housing & Utilities|energy bill
554|Electricity|Housing & Utilities|energy company bill
555|Electricity|Housing & Utilities|the energy bill
556|Electricity|Housing & Utilities|my energy bill
557|Electricity|Housing & Utilities|bill energy
558|Electricity|Housing & Utilities|energy bill payment
559|Electricity|Housing & Utilities|energy payment
560|Electricity|Housing & Utilities|paid energy bill
561|Electricity|Housing & Utilities|energy
562|Electricity|Housing & Utilities|energy charge
563|Electricity|Housing & Utilities|utility bill
564|Electricity|Housing & Utilities|utility bill - electricity
565|Electricity|Housing & Utilities|electricity utility bill
566|Electricity|Housing & Utilities|the utility bill
567|Electricity|Housing & Utilities|my utility bill
568|Electricity|Housing & Utilities|paid utility bill
569|Electricity|Housing & Utilities|utility payment
570|Electricity|Housing & Utilities|utility
571|Electricity|Housing & Utilities|electricity utility
572|Electricity|Housing & Utilities|electric bill from avangrid
573|Electricity|Housing & Utilities|electricity bill from national grid
574|Electricity|Housing & Utilities|bill from pge
575|Electricity|Housing & Utilities|pg&e bill
576|Electricity|Housing & Utilities|coned bill
577|Electricity|Housing & Utilities|con edison bill
578|Electricity|Housing & Utilities|southern california edison bill
579|Electricity|Housing & Utilities|socal edison bill
580|Electricity|Housing & Utilities|$125 electricity
581|Electricity|Housing & Utilities|electricity $100
582|Electricity|Housing & Utilities|electricity payment of $150
583|Electricity|Housing & Utilities|$100 electricity bill
584|Electricity|Housing & Utilities|paid $85 for electricity
585|Electricity|Housing & Utilities|electricity cost $200
586|Electricity|Housing & Utilities|high electricity bill this month
587|Electricity|Housing & Utilities|low electricity bill this month
588|Electricity|Housing & Utilities|unexpectedly high electricity bill
589|Electricity|Housing & Utilities|electricity bill was higher than expected
590|Electricity|Housing & Utilities|surge in electricity bill
591|Electricity|Housing & Utilities|jan electricity
592|Electricity|Housing & Utilities|feb electricity
593|Electricity|Housing & Utilities|march electricity
594|Electricity|Housing & Utilities|april electricity
595|Electricity|Housing & Utilities|may electricity
596|Electricity|Housing & Utilities|june electricity
597|Electricity|Housing & Utilities|july electricity
598|Electricity|Housing & Utilities|aug electricity
599|Electricity|Housing & Utilities|sep electricity
600|Electricity|Housing & Utilities|oct electricity
601|Electricity|Housing & Utilities|nov electricity
602|Electricity|Housing & Utilities|dec electricity
603|Electricity|Housing & Utilities|electricity bill due date
604|Electricity|Housing & Utilities|late electricity bill payment
605|Electricity|Housing & Utilities|reminder to pay electricity bill
606|Electricity|Housing & Utilities|pay electricity bill
607|Electricity|Housing & Utilities|electricity bill is due
608|Electricity|Housing & Utilities|electricity bill overdue
609|Electricity|Housing & Utilities|electricity usage
610|Electricity|Housing & Utilities|high electricity usage
611|Electricity|Housing & Utilities|low electricity usage
612|Electricity|Housing & Utilities|electricity consumption
613|Electricity|Housing & Utilities|reduce electricity usage
614|Electricity|Housing & Utilities|smart meter electricity
615|Electricity|Housing & Utilities|smart meter reading
616|Electricity|Housing & Utilities|electricity meter reading
617|Electricity|Housing & Utilities|meter reading electricity
618|Electricity|Housing & Utilities|estimated electricity bill
619|Electricity|Housing & Utilities|final electricity bill
620|Electricity|Housing & Utilities|corrected electricity bill
621|Electricity|Housing & Utilities|revised electricity bill
622|Electricity|Housing & Utilities|electric company
623|Electricity|Housing & Utilities|electric company bill
624|Electricity|Housing & Utilities|the electric company
625|Electricity|Housing & Utilities|my electric company
626|Electricity|Housing & Utilities|electricity service
627|Electricity|Housing & Utilities|electricity service charge
628|Electricity|Housing & Utilities|electricity service payment
629|Electricity|Housing & Utilities|home electricity
630|Electricity|Housing & Utilities|apartment electricity
631|Electricity|Housing & Utilities|house electricity
632|Electricity|Housing & Utilities|office electricity
633|Electricity|Housing & Utilities|electric charges
634|Electricity|Housing & Utilities|electrical charges
635|Electricity|Housing & Utilities|electricity charges
636|Electricity|Housing & Utilities|eletricity bill
637|Electricity|Housing & Utilities|electicity bill
638|Electricity|Housing & Utilities|elecricity bill
639|Electricity|Housing & Utilities|electricty bill
640|Electricity|Housing & Utilities|elctricity bill
641|Electricity|Housing & Utilities|electric bill from previous month
642|Electricity|Housing & Utilities|last month's electricity bill
643|Electricity|Housing & Utilities|electricity bill from last month
644|Electricity|Housing & Utilities|electricity bill this month
645|Electricity|Housing & Utilities|current electricity bill
646|Electricity|Housing & Utilities|this month's electricity bill
647|Electricity|Housing & Utilities|next month's electricity bill
648|Electricity|Housing & Utilities|upcoming electricity bill
649|Electricity|Housing & Utilities|electricity bill autopay
650|Electricity|Housing & Utilities|automatic payment for electricity
651|Electricity|Housing & Utilities|online electricity bill payment
652|Electricity|Housing & Utilities|paid electricity bill online
653|Electricity|Housing & Utilities|electricity bill paid online
654|Electricity|Housing & Utilities|electricity bill by mail
655|Electricity|Housing & Utilities|received electricity bill by mail
656|Electricity|Housing & Utilities|electricity bill via email
657|Electricity|Housing & Utilities|received electricity bill via email
658|Electricity|Housing & Utilities|paperless electricity bill
659|Electricity|Housing & Utilities|signed up for paperless electricity bills
660|Electricity|Housing & Utilities|dispute electricity bill
661|Electricity|Housing & Utilities|incorrect electricity bill
662|Electricity|Housing & Utilities|challenged electricity bill
663|Electricity|Housing & Utilities|electricity bill refund
664|Electricity|Housing & Utilities|received refund for electricity bill
665|Electricity|Housing & Utilities|electricity outage
666|Electricity|Housing & Utilities|power outage
667|Electricity|Housing & Utilities|electricity went out
668|Electricity|Housing & Utilities|electricity consumption increased
669|Electricity|Housing & Utilities|electricity usage increased
670|Electricity|Housing & Utilities|electricity bill increased
671|Electricity|Housing & Utilities|electricity consumption decreased
672|Electricity|Housing & Utilities|electricity usage decreased
673|Electricity|Housing & Utilities|electricity bill decreased
674|Electricity|Housing & Utilities|electricity rate increase
675|Electricity|Housing & Utilities|electricity price increase
676|Electricity|Housing & Utilities|electricity cost increase
677|Electricity|Housing & Utilities|electricity rate decrease
678|Electricity|Housing & Utilities|electricity price decrease
679|Electricity|Housing & Utilities|electricity cost decrease
680|Electricity|Housing & Utilities|off-peak electricity
681|Electricity|Housing & Utilities|peak electricity
682|Electricity|Housing & Utilities|time-of-use electricity
683|Electricity|Housing & Utilities|renewable electricity
684|Electricity|Housing & Utilities|green electricity
685|Electricity|Housing & Utilities|solar electricity
686|Electricity|Housing & Utilities|nuclear electricity
687|Electricity|Housing & Utilities|hydroelectricity
688|Electricity|Housing & Utilities|wind electricity
689|Electricity|Housing & Utilities|electricity provider
690|Electricity|Housing & Utilities|electricity supplier
691|Electricity|Housing & Utilities|electricity company
692|Electricity|Housing & Utilities|change electricity provider
693|Electricity|Housing & Utilities|switch electricity provider
694|Electricity|Housing & Utilities|compare electricity prices
695|Electricity|Housing & Utilities|electricity price comparison
696|Electricity|Housing & Utilities|fixed electricity rate
697|Electricity|Housing & Utilities|variable electricity rate
698|Electricity|Housing & Utilities|electricity contract
699|Electricity|Housing & Utilities|electricity agreement
700|Electricity|Housing & Utilities|cancel electricity contract
701|Electricity|Housing & Utilities|terminate electricity contract
702|Electricity|Housing & Utilities|electricity debt
703|Electricity|Housing & Utilities|electricity arrears
704|Electricity|Housing & Utilities|owe money for electricity
705|Electricity|Housing & Utilities|electricity reconnect
706|Electricity|Housing & Utilities|reconnect electricity service
707|Electricity|Housing & Utilities|electricity disconnect
708|Electricity|Housing & Utilities|disconnect electricity service
709|Electricity|Housing & Utilities|electricity installation
710|Electricity|Housing & Utilities|install electricity
711|Electricity|Housing & Utilities|electricity repair
712|Electricity|Housing & Utilities|repair electricity
713|Electricity|Housing & Utilities|electricity maintenance
714|Electricity|Housing & Utilities|maintain electricity
715|Electricity|Housing & Utilities|electricity inspection
716|Electricity|Housing & Utilities|inspect electricity
717|Electricity|Housing & Utilities|electricity upgrade
718|Electricity|Housing & Utilities|upgrade electricity
719|Electricity|Housing & Utilities|electricity downgrade
720|Electricity|Housing & Utilities|downgrade electricity
721|Electricity|Housing & Utilities|smart home electricity
722|Electricity|Housing & Utilities|automate electricity
723|Electricity|Housing & Utilities|save on electricity
724|Electricity|Housing & Utilities|reduce electricity cost
725|Electricity|Housing & Utilities|lower electricity bill
726|Electricity|Housing & Utilities|monthly electricity bill
